player.id,player.name,team.id.x,rating,position.id,xG,Goal,Shot,Shot_As,Cross,Block,Clearance,Dribble,Dispossessed,Duel,Foul_won,Foul_committed,Pressure,pass
5220,Morteza Pouraliganji,797,6.2,3,0,0,0,0,3,0,3,0,0,0,0,0,0,14
5224,Sardar Azmoun,797,6.6,23,0.06,0,1,0,1,0,2,1,1,2,1,4,0,6
5225,Omid Ebrahimi,797,6.6,13,0,0,0,1,3,0,3,1,1,0,0,4,0,19
5226,Mehdi Taremi,797,7,17,0.13,0,2,0,4,0,2,2,3,0,3,1,2,10
5228,Seyed Majid Hosseini,797,6.3,5,0,0,0,0,2,0,3,0,0,0,0,1,0,11
5230,Ehsan Hajsafi,797,6.4,6,0,0,0,0,2,0,1,0,1,0,0,0,0,16
5231,Karim Ansarifard,797,6.1,21,0.04,0,2,0,2,0,1,4,1,0,1,1,2,9
5235,Ramin Rezaeian,797,7.8,2,0,0,0,1,2,0,1,4,1,0,1,0,4,18
5239,Alireza Jahanbakhsh,797,6.1,21,0,0,0,0,0,0,0,1,0,0,0,0,1,7
5241,Vahid Amiri,797,6.7,15,0.02,0,1,1,3,0,0,2,4,0,4,1,1,18
5720,Milad Mohammadi,797,6.6,6,0,0,0,0,0,0,0,3,0,0,0,0,3,8
5722,Saeid Ezatolahi Afagh,797,7.5,10,0,0,0,0,4,0,4,1,1,0,4,1,1,17
3064,David Josue Jimenez Silva,772,6.9,13,0.4,0,5,2,0,0,0,0,2,0,0,1,0,70
4926,Francisco Roman Alarcon Suarez,772,7.6,16,0.15,0,4,2,0,0,0,2,10,0,2,0,2,100
5198,Diego da Silva Costa,772,7.3,23,0.36,1,3,0,0,0,1,0,2,1,0,2,0,11
